name	pMAG_diversity	pMAG_rich	3-HP 4-HB pathway	3-HP bi-cycle	Ammonia oxidation	Ass_Diss sulfate reduction	Assimilatory nitrate reduction	C1 metabolism/Methanogenesis	CO-Oxidation (C1 metabolism)	Calvin Cycle	Coenzyme M biosynthesis	Denitrification	Dissimilatory nitrate reduction	Dissimilatory nitrite reduction	Dissimilatory sulfate reduction	Formaldehyde assimilation	H2 oxidation	H2 oxidation/methene metabolism	Methane oxidation	Methanogenesis	Nit_Denitr_Dissimil_nitrate_red	Nitrification	Nitrogen fixation	Reductive citrate cycle	Sulfite oxidation	Thiosulfate oxidation SOX	Urea metabolism	Wood-Ljungdahl pathway	Autotrophy	Heterotrophy	Heterotrophy_aerobic_respiration	Heterotrophy_anaerobic_respiration	Heterotrophy_fermentation	Mixotrophy_Autotrophy-Phototrophy	Mixotrophy_Heterotrophy-Autotrophy	Mixotrophy_Heterotrophy-Phototrophy	Mixotrophy_Other	None	Phototrophy	Biofilm formation - Escherichia coli	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Vibrio cholerae	Biotin Tranport	Biotin biosynthesis	Chemotaxis	Cobalamin biosynthesis	DMSP	Flagella	Pili	Quorum Sensing	Thiamine biosynthesis, prokaryotes	thiamine transporter	vitamin B12 transport	eMAG_diversity	eMAG_rich	algMAG_diversity	algMAG_rich	vMAG_diversity	vMAG_rich	site_c	water_temp_c	ph_p_h	do_mg_l_1	do_sat_saturation	conductivity_u_s_cm_1	turb_ntu	lat_sn_dd	lon_sn_dd	ele_sn_m	max_el_m	mean_el_m	sn_sp_dist_m	sn_sp_ele_m	gl_sa_km2	gl_cov_percent	gl_a_km2	chla_ug_g_1	n3_srp_ug_l_1	n4_nh4_ug_l_1	n5_no3_ug_l_1	n6_no2_ug_l_1	sba_cells_g_1
GL121_UP	5.025385662	395	0.283095975	0.013536262	0.009676636	0.042274121	0.027141085	0.060594309	0.067343548	0.025319381	0.006725538	0.016614057	0.006931867	0.031222178	0.001022183	0.034484603	0.002629206	0	2.16E-04	0	0.049547929	0.00747108	0.001169419	0.113151244	0.021201156	0.077633671	0.097412683	0.001183955	0.01357751	0.029803335	0.327352467	0.001688815	0.014916926	0.147117793	0.31939263	0.034315679	0.037242664	0.074556434	3.57E-05	0.12137508	0.194763648	0.228559691	0.001814938	0.024766793	0.114697405	0.050652767	0.020823207	0.136425718	0.046000991	8.00E-03	0.048454673	0.008166238	0.003418848	2.157853055	15	2.799285051	27	5.565485334	1180	Kirghizistan	0.559615788	2.339880878	2.54474665	4.973279508	4.154184563	3.001837598	42.50505	74.50538	8.179059575	8.506031127	8.362875831	4.363098625	1.704748092	1.546498113	-0.967584026	2.596013374	-5.621298104	0.194744077	3.068517943	6.289381563	3.77149577	15.73494746
GL122_DN	4.454984383	415	0.238694329	0.016396761	2.78E-04	0.05539447	0.033980702	0.067541199	0.109307597	0.022833385	0.010868085	0.01445007	0.009322921	0.03186429	3.28E-04	0.037783443	0.002651379	0	5.96E-05	0	0.017768048	0.009978429	0.002299577	0.11666685	0.009791227	0.074980056	0.114343494	3.46E-04	0.025641567	0.059474343	0.333050117	5.43E-04	0.005083447	0.129927598	0.202144399	0.032624959	0.158055714	0.053453033	1.50E-06	0.118018768	0.230233079	0.223908843	0.003096101	0.021449908	0.117223451	0.043987192	0.017421975	0.130910861	0.035997527	5.67E-02	0.047757881	0.006084637	0.003342813	0.534458425	4	0.673387111	2	5.448365733	1066	Kirghizistan	-0.287682072	2.314019471	2.576421759	4.982921456	2.778819272	5.261714584	42.47549	74.48291	8.187994439	8.466636468	8.343553835	5.650733254	4.424846632	1.674288885	-0.446287103	2.165687814	-3.313353029	0.953586517	2.93385687	5.153118169	3.83265507	16.04819644
GL122_UP	4.787632961	421	0.249832918	0.012544882	9.19E-04	0.054098541	0.036105942	0.066838371	0.102235929	0.027754559	0.013955296	0.011301986	0.006841779	0.035512984	9.11E-04	0.038864442	0.003065613	0	2.02E-04	0	0.013253179	0.010390161	0.002134171	0.104971902	0.012023655	0.072813246	0.121553129	1.80E-04	0.022697647	0.088347826	0.293079431	8.63E-04	0.002467244	0.169820647	0.224424697	0.034492069	0.130877998	0.032926919	2.41E-06	0.118218616	0.223080078	0.224943035	0.003316718	0.023657197	0.117427462	0.047697231	0.014936648	0.136041486	0.036346973	5.65E-02	0.044558945	0.006612734	0.002598029	0.902303238	5	0.667825225	2	5.312789476	1087	Kirghizistan	-1.049822124	2.398531434	2.576421759	4.978800571	3.414442608	5.927545301	42.47549	74.48291	8.187994439	8.466636468	8.343553835	1.252762968	-0.693147181	1.674288885	-0.400477567	2.116115023	-4.486513932	1.002468428	2.723267167	5.560373891	2.91316555	14.67140365
GL124_UP	4.119665533	366	0.22526105	0.024197837	0.001157728	0.051957903	0.026990748	0.06234263	0.11073331	0.019828232	0.007122126	0.017442622	0.011988908	0.028302294	5.20E-05	0.033995278	0.002697639	0	3.12E-06	3.41E-08	0.030708839	0.010749435	0.002332227	0.111291252	0.010821352	0.086761268	0.121099491	2.25E-04	0.016364159	0.041429865	0.383382451	1.84E-04	0.003326089	0.067669276	0.201894978	0.031193645	0.213440694	0.041113566	1.52E-06	0.119456937	0.21780665	0.24033717	0.002877824	0.019687433	0.115936386	0.041063258	0.020477926	0.12968791	0.036795689	7.21E-02	0.04566505	0.004806649	0.004679789	1.379161951	4	0	1	5.226966326	919	Kirghizistan	-0.597837001	2.476454363	2.565718293	4.980176087	2.797281335	6.228331698	42.43821	74.4596	8.226707192	8.414384971	8.326274787	2.351375257	-0.693147181	0.395414772	-0.261364764	0.709859744	-1.959494769	0.91027266	2.935982269	1.615419984	-0.192371893	17.54351697
GL126_DN	4.474810432	357	0.182759413	0.009022608	0.067043332	0.048904395	0.020250071	0.064103712	0.057691565	0.021235866	0.00553838	0.037440404	0.010023355	0.025593003	0.003673761	0.033023122	8.90E-04	0	2.28E-05	0	0.121120315	0.007830534	6.42E-04	0.120988554	0.015874527	0.054542583	0.086668116	0.004031667	0.026467665	0.020923643	0.227613045	0.031886291	0.003952837	0.065876836	0.53943744	0.015804541	0.021235209	0.04674635	5.61E-05	0.117363394	0.196122715	0.204667262	0.001087015	0.019864023	0.160191836	0.036086539	0.010443959	0.181994932	0.023374371	1.33E-02	0.04093577	0.004979801	0.002755165	1.389984438	5	1.079772928	4	5.020025442	740	Norway	1.398716881	2.378434405	2.470638678	4.982921456	4.623010104	6.141686376	39.47114	72.89675	8.353850393	8.541202644	8.442685139	7.155005906	5.280662431	0.144100344	-0.891598119	1.106928281	-5.507162134	1.273965176	2.824350657	5.11937011	1.632177399	16.48562864
GL127_UP	4.211073844	255	0.229045624	0.007069132	0.031896368	0.055018244	0.020482636	0.050509981	0.071766204	0.020051379	0.008472371	0.031555393	0.007913842	0.024477732	0.001519046	0.040470772	0.003333135	0	7.71E-05	0	0.095033558	0.00847811	0.001671808	0.164102425	0.004477854	0.020349581	0.097729849	0.003568656	0.01374594	0.049681676	0.21630826	0.002523933	0.004034954	0.182250598	0.411169269	0.040548854	0.034952155	0.04473277	5.16E-05	0.11912771	0.203927233	0.174587102	0.003819916	0.024228428	0.163086819	0.041165325	0.011918421	0.157707178	0.039059168	5.71E-02	0.054055295	0.005160343	0.001586006	2.036254792	9	2.162071537	10	4.836738887	777	Kirghizistan	-1.203972804	2.330589289	2.524928324	4.979488565	6.904951352	1.754845108	39.43454	72.88872	8.402567666	8.532771221	8.471358655	7.083807223	5.570251082	0.034401427	-1.237874356	1.399172827	-3.454684491	-0.046043939	2.928523524	6.103274222	1.402413743	16.4347094
GL12_Down	4.551830816	317	0.204683924	0.014646077	0.006307116	0.052287909	0.025495368	0.107221949	0.081914132	0.03874362	0.006775704	0.01386771	0.010995531	0.037634148	0.007116193	0.03566125	1.36E-04	0	1.45E-04	5.26E-07	0.025442299	0.008179782	8.56E-04	0.096996627	0.01171928	0.101808539	0.107985991	9.45E-04	0.027916822	0.085854176	0.198800514	0.003011584	8.00E-04	0.029856339	0.565456445	0.014390761	0.019419394	0.054453134	4.11E-05	0.122157804	0.186388016	0.238780681	9.47E-04	0.029014668	0.109452458	0.041476038	0.014054833	0.170618274	0.028832087	8.99E-03	0.050929795	0.004669845	0.002588487	0	1	0.807473351	3	4.992992852	801	New_Zealand	1.953027617	2.477378383	2.69934576	4.992471323	3.735285827	2.1102132	-44.4694	168.7206	7.374942446	7.993113452	7.776535028	7.220739534	6.480811139	0.680568398	-0.210721031	0.932164081	-5.859717245	NA	NA	NA	NA	16.39833359
GL12_DownB	4.638561319	372	0.204479576	0.014550528	0.005761557	0.052176372	0.02535137	0.108902167	0.082381066	0.039144078	0.007003228	0.013959868	0.011042444	0.03732136	0.006514615	0.035302484	1.43E-04	0	1.54E-04	0	0.025502621	0.008230476	8.40E-04	0.097748881	0.011589891	0.102716142	0.105799358	9.50E-04	0.028602126	0.082812965	0.19885795	0.003087659	8.34E-04	0.029406412	0.566544629	0.014602824	0.019754575	0.055450358	4.63E-05	0.121732305	0.187077102	0.238279109	9.22E-04	0.029599681	0.110174961	0.041576	0.013860198	0.169011385	0.028871275	1.02E-02	0.051673781	0.004577571	0.00254298	0	1	1.256436501	5	5.086353979	896	New_Zealand	1.953027617	2.477378383	2.69934576	4.992471323	3.735285827	2.1102132	-44.4694	168.7206	7.374942446	7.993113452	7.776535028	7.220739534	6.480811139	0.680568398	-0.210721031	0.932164081	-5.859717245	NA	NA	NA	NA	16.39833359
GL12_Up	4.584664394	349	0.212117923	0.013746991	0.004357842	0.050718998	0.027160507	0.104466386	0.079281928	0.034485218	0.006661252	0.013332111	0.011570356	0.039192343	0.009681693	0.036343901	3.37E-04	0	1.43E-04	0	0.025412615	0.007650096	0.00125393	0.098642147	0.011526394	0.106699193	0.100818418	0.00217969	0.030180203	0.083095522	0.208711023	0.004006117	0.001048389	0.028373278	0.547787844	0.014670039	0.019301378	0.062789049	3.72E-05	0.124522224	0.188508545	0.238196689	9.03E-04	0.031507484	0.101791993	0.046180331	0.014618687	0.161980166	0.03109348	9.11E-03	0.052727664	0.005239569	0.002639366	1.096108593	3	1.730101007	8	4.633728996	941	New_Zealand	1.894616855	2.477378383	2.69934576	4.989071116	4.203198967	2.297572551	-44.4694	168.7206	7.374942446	7.993113452	7.776535028	6.762151305	6.430525605	0.680568398	-0.186329578	0.916290732	-5.893029799	1.831781144	0.810930216	3.07130346	NA	16.46974116
GL130_DN	4.890277281	321	0.230454104	0.011044816	0.015602937	0.053732038	0.02238515	0.060534354	0.065870235	0.028297502	0.008561217	0.025862539	0.009328847	0.028339114	0.011555672	0.039899454	0.001622764	0	3.54E-04	1.72E-07	0.054340674	0.008938282	0.001155905	0.163256476	0.009462501	0.039693018	0.104898376	0.00302775	0.031478318	0.035245459	0.310574644	0.002336835	0.007434379	0.069688262	0.395131414	0.023013279	0.035508183	0.089515685	7.35E-05	0.124389304	0.211781901	0.20465555	0.001469023	0.024690011	0.144557636	0.033647782	0.01353156	0.149742719	0.025893431	5.32E-02	0.058328034	0.004319899	0.002461333	0	1	0	0	5.450441777	921	Kirghizistan	1.115141591	2.373509431	2.499795262	4.984291319	4.279440046	6.101507707	41.8242	78.15469	8.310783839	8.540421318	8.423541635	7.405191666	4.791649753	1.632177399	-0.579818495	2.266651651	-3.885329956	1.192406168	2.730463796	4.504576071	0.258510695	17.05253199
GL130_UP	4.811319567	418	0.25369296	0.016908828	0.008035984	0.055256049	0.027431293	0.060931427	0.071039265	0.026748386	0.011250053	0.0240137	0.008744649	0.029540259	0.003912695	0.039512142	0.003775824	0	0.001005069	9.39E-08	0.033416145	0.008721137	0.0023394	0.162524676	0.013397828	0.043573814	0.08990386	0.002214968	0.04265866	0.044882065	0.319822191	0.001363788	0.011759804	0.126787489	0.268741789	0.028844593	0.065632585	0.08949051	1.65E-05	0.124548265	0.225130487	0.20780454	0.001998976	0.025278362	0.141560049	0.040477047	0.012510513	0.132198597	0.032196362	8.34E-02	0.048353964	0.005378466	0.00173048	0.689634486	2	0	1	5.292487843	909	Kirghizistan	1.558144618	2.343055026	2.454447442	4.981549713	5.799698531	5.595635116	41.8242	78.15469	8.310783839	8.540421318	8.423541635	3.725693427	1.252762968	1.630220452	-0.314710745	1.989539536	-2.924204801	1.152153056	2.753660712	5.399157681	0.749054812	15.62690889
GL132_DN	4.677401118	444	0.273828535	0.018386296	0.003431043	0.052160719	0.03395874	0.059376392	0.077933868	0.030193141	0.012080303	0.014320108	0.006733986	0.027968179	8.82E-04	0.039788968	0.006639892	0	0.00138132	4.31E-07	0.016091772	0.010422159	0.002116703	0.13271134	0.017579328	0.055621992	0.103753835	5.52E-04	0.020999533	0.028586243	0.305327664	8.76E-04	0.010890998	0.210966655	0.222347608	0.031193897	0.079402836	0.08939215	1.60E-05	0.123200707	0.231733733	0.209185249	0.002037823	0.023685302	0.128649557	0.049848545	0.014899534	0.11605488	0.038489906	8.11E-02	0.051734442	0.007574936	0.002094213	1.70254726	7	2.205729163	11	5.511239312	1200	Kirghizistan	0.936093359	2.338917022	2.499795262	4.987025428	4.322807275	5.329334328	41.80019	78.13431	8.323001462	8.50704184	8.412277021	6.328829243	4.241326753	0.607044482	-0.634878272	1.29443644	-1.465211819	0.503801009	3.182626692	5.18503668	-0.486133011	17.01566083
GL132_UP	3.824598736	357	0.328452429	0.009858786	5.57E-04	0.055475989	0.031500058	0.04875537	0.084570412	0.027629485	0.016040637	0.014974608	0.008446063	0.025288809	7.50E-05	0.046280733	0.007020501	0	5.01E-04	0	0.012854547	0.010650442	0.003469158	0.11707811	0.013508926	0.036787855	0.097129902	1.99E-04	0.01447063	0.063386358	0.405858556	1.30E-04	0.003775667	0.196070014	0.136394889	0.029029568	0.032219194	0.118659538	5.17E-06	0.126684353	0.225585411	0.198319211	0.002050126	0.032529595	0.126857799	0.060588454	0.014710524	0.119866026	0.033744739	0.205423023	0.048146353	0.007472298	0.00139088	0.67602813	2	0	0	4.326406337	758	Kirghizistan	0.438254931	2.362362297	2.470638678	4.945207489	5.136974216	3.087444625	41.80019	78.13431	8.323001462	8.50704184	8.412277021	4.579852378	3.113515309	0.607044482	-0.510825624	1.166405196	-2.408493348	0.004987542	3.491951745	5.734150011	-0.088831214	17.45089962
GL133_DN	4.870315368	440	0.2522967	0.012697098	0.012658876	0.054833508	0.026853951	0.071636944	0.070513292	0.024681016	0.008394412	0.023521638	0.009108311	0.030143742	9.23E-04	0.040442362	0.001714473	0	1.04E-04	0	0.034466906	0.007846534	0.001637908	0.151239651	0.015389509	0.058087595	0.086424645	0.001937261	0.024398896	0.034765399	0.383255402	0.00229359	0.004550319	0.065361326	0.370393219	0.025304314	0.028231782	0.06141531	3.04E-05	0.117004602	0.20851148	0.216176292	0.001080316	0.026477803	0.147574007	0.034499631	0.016910242	0.148460899	0.026322218	6.38E-02	0.048747529	0.005703553	0.001893872	1.261145106	9	1.842743615	14	5.510758586	1118	Kirghizistan	1.398716881	2.358965426	2.467251715	4.983606622	4.314817885	4.386274226	41.88792	77.68787	8.324942504	8.473763633	8.410943392	5.629418059	4.639571613	-0.644357016	-0.478035801	-0.101748159	-1.072482839	1.120047569	2.587011873	5.817825191	1.884794335	17.340603
GL133_UP	3.798537593	347	0.336095341	0.008318394	9.24E-04	0.053459384	0.030070022	0.048221464	0.083866852	0.026730992	0.01602509	0.015274226	0.008984723	0.024703144	1.06E-04	0.046765806	0.006587699	0	3.49E-04	0	0.01530195	0.010446765	0.003541426	0.116105916	0.013025232	0.036398987	0.095694012	2.95E-04	0.013978027	0.074767386	0.40213224	1.36E-04	0.003000277	0.189533059	0.146205072	0.029381941	0.02588127	0.114977382	7.02E-06	0.126933434	0.220907934	0.199125146	0.001896873	0.033006702	0.127351731	0.061404987	0.015100745	0.122234958	0.032991877	0.205487195	0.048432251	0.007208944	0.001349545	0.680564641	2	0	0	4.349269244	753	Kirghizistan	-1.897119985	2.418143434	2.503073954	4.955827058	4.443827036	3.665382807	41.88792	77.68787	8.324942504	8.473763633	8.410943392	0.405465108	-0.693147181	-0.644357016	-0.328504067	-0.265860569	0.492142065	1.093599747	3.229222117	5.92836499	1.298828335	17.92352813
GL135_DN	4.487084033	408	0.289262329	0.011512039	0.002709062	0.057436388	0.033746678	0.053033255	0.078530764	0.029883137	0.013528987	0.014860424	0.006850461	0.027625013	2.60E-04	0.043866902	0.007054209	0	8.53E-04	0	0.014132549	0.010982868	0.002817113	0.138788897	0.014192536	0.046425546	0.098108465	2.52E-04	0.031830611	0.040017845	0.326639167	6.76E-04	0.016663623	0.219722662	0.196951037	0.033947793	0.050330956	0.083198372	2.19E-05	0.122838272	0.244724338	0.205697062	0.001721708	0.027058837	0.123156455	0.047599278	0.01411722	0.117433338	0.037163432	0.105275594	0.05004211	0.005433661	0.001961534	0.676309749	2	0	0	5.213245701	1001	Kirghizistan	-0.430782916	2.369308725	2.522523513	4.97742316	5.106551351	1.699465802	41.79839	77.7495	8.331224994	8.486630886	8.416488487	4.894101478	3.238678452	-0.005012542	-0.494296322	0.543130942	-0.255108696	-0.015113638	2.871868286	6.499892298	1.21045177	17.34649602
GL135_UP	4.450222928	394	0.296694681	0.011857854	0.001345338	0.057530844	0.032046679	0.05308947	0.080768269	0.028799138	0.013760958	0.01558252	0.007349064	0.026720947	7.70E-05	0.044939058	0.006176729	0	8.73E-04	0	0.013389455	0.010164299	0.00305126	0.139755906	0.013844154	0.04450881	0.093889187	1.79E-04	0.035067117	0.040650842	0.339193517	4.06E-04	0.016758404	0.200981892	0.190761277	0.035020346	0.052736725	0.08839747	2.64E-05	0.121068398	0.243867579	0.205866457	0.001554833	0.026712214	0.126722187	0.046403451	0.013899088	0.121594575	0.0361811	0.115101614	0.047853007	0.005262549	0.001863547	0.68103998	2	0	0	5.154941866	964	Kirghizistan	-0.798507696	2.363868321	2.500615943	4.951592753	5.19462213	1.470951866	41.79839	77.7495	8.331224994	8.486630886	8.416488487	2.251291799	-0.693147181	-0.005012542	-0.415515444	0.462242338	-0.442000219	-0.393042588	3.353057006	6.354387432	0.408792898	17.75465443
GL137_UP	4.053299639	380	0.31508288	0.016848088	4.08E-04	0.059769192	0.031872783	0.053442258	0.077986239	0.029526293	0.015004052	0.013755747	0.004954553	0.023579623	2.64E-05	0.047112786	0.007716999	0	0.00148776	0	0.008940986	0.011481982	0.002795255	0.13012589	0.013224721	0.033180553	0.099214813	1.89E-04	0.026269709	0.036301365	0.344298935	2.01E-04	0.00641645	0.208995287	0.134508176	0.044257729	0.061897938	0.136847146	6.09E-06	0.125362928	0.24211664	0.194346322	0.001782477	0.029291463	0.126682231	0.0544628	0.013374418	0.121566602	0.036488583	0.171939597	0.045647061	0.005394953	0.001764125	0	1	0	0	4.702650033	844	Kirghizistan	-1.386294361	2.368372834	2.53449015	4.984975547	5.08202529	2.15278331	41.79245	77.73531	8.339142501	8.488896592	8.410053316	0.916290732	-0.693147181	-0.122167634	-0.798507696	0.746476077	-3.186961522	-0.723606388	4.457945466	6.041610934	0.852285402	17.39492202
GL139_DN	4.823043565	325	0.251713848	0.009860099	0.021388975	0.048002376	0.024090915	0.083770296	0.066122347	0.016184869	0.007038096	0.024682692	0.007424768	0.029680529	5.02E-04	0.037702758	2.49E-04	0	8.59E-05	0	0.061857145	0.006386592	0.001149235	0.13452533	0.015702897	0.060826298	0.086226302	0.002865586	0.031924413	0.032461509	0.2859429	0.005608139	0.003359358	0.018769594	0.50123845	0.030425425	0.026855519	0.063359369	5.53E-05	0.123825088	0.193318367	0.247978471	7.74E-04	0.026988847	0.116519253	0.039457611	0.018210294	0.143396257	0.027137637	7.37E-03	0.051278684	0.008104144	0.002937569	0.835108235	3	1.142505477	4	5.769467089	983	Kirghizistan	2.446685437	2.360382192	2.346601978	4.986342602	5.53417969	1.223635128	41.81778	77.79695	8.358783455	8.467687772	8.428361978	6.788408521	5.43153621	-1.931021537	-0.967584026	-0.891598119	-3.513327224	0.288931292	3.023833704	6.208368674	0.654925968	17.66780132
GL139_UP	4.581360889	371	0.311243787	0.00851877	0.007482796	0.051081787	0.023714413	0.062448955	0.080032641	0.016624167	0.018156227	0.021624066	0.006262771	0.024481757	5.13E-04	0.052370923	0.001456391	0	2.39E-04	0	0.016720763	0.008208792	0.001826362	0.161434841	0.008522325	0.038360654	0.075922426	7.79E-04	0.044283799	0.048589538	0.451104731	0.001463524	0.007979989	0.050669253	0.26008356	0.026724049	0.037187716	0.071868407	4.54E-05	0.111656467	0.20713239	0.196303409	0.001145802	0.027540762	0.17997347	0.038522341	0.01383927	0.145568448	0.025496809	0.216717658	0.043443329	0.005471027	0.001739299	1.7841135	7	2.142470677	10	5.2663414	979	Kirghizistan	0.667829373	2.391328303	2.494856981	4.983606622	4.989071116	0.984662024	41.81778	77.79695	8.358783455	8.467687772	8.428361978	4.085976313	3.314186005	-1.931021537	-0.210721031	-1.644909662	-1.846608237	0.117783036	2.705379973	6.210539834	-0.486133011	17.35047789
GL13_Down	4.295022652	361	0.189589208	0.020982694	0.010267792	0.050813696	0.020161766	0.09757726	0.10376982	0.043505799	0.007588007	0.021149854	0.012222954	0.028436097	4.65E-04	0.029695228	5.81E-05	0	3.38E-04	0	0.033881428	0.010783878	3.93E-04	0.085751474	0.014507339	0.081468251	0.130937987	0.001711174	0.019398775	0.101483311	0.179188723	7.45E-04	5.19E-04	0.055072921	0.591310021	0.011360967	0.024252694	0.016578168	9.03E-05	0.115996434	0.19677028	0.245098018	0.001595459	0.023849406	0.12292935	0.036058336	0.013050095	0.172638256	0.01948625	5.10E-03	0.045271712	0.004083537	0.003121856	1.604549352	5	1.201322562	7	5.235173232	774	New_Zealand	-0.051293294	2.172476408	2.732417558	4.984291319	1.960094784	1.515127233	-44.0818	169.4317	7.567604174	7.926060936	7.72753511	5.486869473	3.979681654	0.596085468	-0.579818495	1.232560261	-4.794443249	NA	NA	NA	NA	17.98015233
GL13_DownB	4.345933596	397	0.188690626	0.020780665	0.010559452	0.051622681	0.020355753	0.098995533	0.101414081	0.043685927	0.007849893	0.020624071	0.0119632	0.029116843	4.75E-04	0.029968928	6.42E-05	0	3.42E-04	0	0.032166433	0.010800912	3.87E-04	0.086601222	0.014351764	0.08241577	0.131130551	0.001716747	0.019752428	0.098998321	0.179068586	7.42E-04	5.66E-04	0.053887496	0.592436792	0.011369176	0.024706607	0.01838809	8.52E-05	0.116678852	0.196846973	0.244895766	0.001570564	0.024550613	0.122148699	0.035892688	0.01307449	0.171275342	0.019994142	5.50E-03	0.046014881	0.003894719	0.003107261	1.604987422	5	1.27980242	8	5.253198899	854	New_Zealand	-0.051293294	2.172476408	2.732417558	4.984291319	1.960094784	1.515127233	-44.0818	169.4317	7.567604174	7.926060936	7.72753511	5.486869473	3.979681654	0.596085468	-0.579818495	1.232560261	-4.794443249	NA	NA	NA	NA	17.98015233
GL13_Up	4.661982094	388	0.207589282	0.024125226	0.007185027	0.047754958	0.022341529	0.102463716	0.10621898	0.046645816	0.006765633	0.016858483	0.009821237	0.033489696	4.16E-04	0.032767931	1.03E-04	0	2.23E-04	0	0.029480737	0.007430072	5.97E-04	0.09676012	0.014343632	0.079578799	0.101199523	0.001528867	0.023481935	0.112494251	0.176202839	5.09E-04	4.24E-04	0.066277386	0.547411363	0.014910437	0.034003052	0.024247864	3.81E-05	0.119824672	0.190766074	0.231896629	8.34E-04	0.024079573	0.117828785	0.042906083	0.011711051	0.179528688	0.02479626	3.87E-03	0.048997459	0.004442758	0.002349717	1.360729279	4	1.15824093	7	5.200163256	715	New_Zealand	-0.287682072	2.179286877	2.712706013	4.967031657	2.251291799	1.599387577	-44.0818	169.4317	7.567604174	7.926060936	7.72753511	2.917770732	2.251291799	0.596085468	-0.510825624	1.16938136	-4.05961177	1.923518459	1.294727168	2.289499853	NA	18.0642188
GL13_UpB	4.777599604	472	0.202854287	0.023032376	0.007201273	0.049038762	0.023163134	0.109411505	0.102929763	0.047143393	0.007169629	0.016900421	0.009774571	0.034063219	4.59E-04	0.033081255	1.08E-04	0	2.32E-04	5.37E-08	0.026896634	0.007785896	5.60E-04	0.097355114	0.013791743	0.080761565	0.100665085	0.001563285	0.02422348	0.099716536	0.178721792	5.44E-04	4.70E-04	0.062273608	0.557943175	0.015216725	0.033897523	0.026941253	5.16E-05	0.121091729	0.190318323	0.233417755	8.74E-04	0.025522889	0.114608488	0.042946124	0.011550319	0.176892938	0.02532219	4.24E-03	0.050832443	0.004414231	0.002165636	1.88132977	7	1.425602301	10	5.30346012	943	New_Zealand	-0.287682072	2.179286877	2.712706013	4.967031657	2.251291799	1.599387577	-44.0818	169.4317	7.567604174	7.926060936	7.72753511	2.917770732	2.251291799	0.596085468	-0.510825624	1.16938136	-4.05961177	1.923518459	1.294727168	2.289499853	NA	18.0642188
GL140_4	5.014011073	418	0.226670761	0.011074478	0.007426861	0.04374834	0.019553456	0.093512418	0.077116561	0.014521588	0.015352463	0.035065511	0.009148205	0.027360467	0.00220128	0.037435343	0.005977936	1.89E-04	3.87E-04	2.57E-04	0.038831675	0.003845242	0.00596264	0.243028065	0.002250132	0.016510009	0.049299317	0.007754755	0.01344406	0.123145575	0.332526476	0.005317424	0.009930908	0.009327509	0.451848249	0.010838387	0.012827807	0.026631106	0.004162499	0.117391446	0.158688686	0.190752047	0.003708531	0.022902761	0.184372297	0.023791263	0.005224492	0.225528034	0.012292627	1.87E-02	0.052014455	0.001569351	0.00157722	1.491697553	6	0	1	5.560544126	1054	Uganda	-0.162518929	2.149433913	2.471483629	4.999237249	2.292534757	1.816452082	0.3757	29.8781	8.510873263	8.557278915	8.536014946	4.460144414	3.020424886	-3.352407217	-0.061875404	-2.813410717	0.491222835	-0.229413164	2.742773637	5.124321059	0.685618914	NA
GL140_5	3.461022492	87	0.227722333	0.010443092	0.0075282	0.044172275	0.01908946	0.093922729	0.076710451	0.014358073	0.015424387	0.035425833	0.00888	0.026443525	0.002456651	0.037681839	0.006053305	1.90E-04	4.01E-04	2.97E-04	0.037642019	0.003861766	0.005923016	0.24401907	0.002249805	0.01658094	0.049331343	0.007833248	0.007003521	0.277730754	0.264265934	3.04E-04	0.003120798	0.008515806	0.389624983	4.78E-04	0.006039075	0.042917176	0	0.117078028	0.158310059	0.190981377	0.003764114	0.02263044	0.184667484	0.023698805	0.005150907	0.225757061	0.012337962	1.79E-02	0.052378512	0.001472083	0.001594052	1.445601064	6	0	1	5.56701305	1090	Uganda	-0.162518929	2.149433913	2.471483629	4.999237249	2.292534757	1.816452082	0.3757	29.8781	8.510873263	8.557278915	8.536014946	4.460144414	3.020424886	-3.352407217	-0.061875404	-2.813410717	0.491222835	-0.229413164	2.742773637	5.124321059	0.685618914	NA
GL140_6	5.002798879	414	0.229346603	0.010932156	0.007332989	0.044783698	0.01945119	0.092530246	0.079274913	0.013970392	0.015605811	0.036072836	0.008776072	0.026449892	0.002086287	0.037926047	0.006011875	1.58E-04	3.53E-04	2.70E-04	0.037801893	0.003946517	0.005461363	0.23935295	0.002269948	0.016854053	0.050271707	0.007353953	0.012720537	0.121505751	0.345158923	0.004530687	0.009402823	0.009274188	0.442156094	0.011518267	0.012318941	0.027001379	0.004412408	0.117373548	0.15967544	0.191166978	0.003763943	0.022910791	0.182341489	0.023345775	0.005332008	0.226418909	0.012579773	1.75E-02	0.051705462	0.001577697	0.001633371	1.449788847	6	0	1	5.528488849	999	Uganda	-0.162518929	2.149433913	2.471483629	4.999237249	2.292534757	1.816452082	0.3757	29.8781	8.510873263	8.557278915	8.536014946	4.460144414	3.020424886	-3.352407217	-0.061875404	-2.813410717	0.491222835	-0.229413164	2.742773637	5.124321059	0.685618914	NA
